tamano,metodo,corridas,tiempo_rgb_gris_s,tiempo_sobel_s,tiempo_total_s,porcentaje_blancos,speed_up,performance_pct,workers,cpu_logicos
3000,numba_cpu,5,0.008683773,0.011001686,0.019685458,0.001366667,1.000000,25.00,4,8
