tamano,metodo,corridas,tiempo_rgb_gris_s,tiempo_sobel_s,tiempo_total_s,porcentaje_blancos,workers,cpu_logicos,gpu,transfer_h2d_s,transfer_d2h_s,kernel_rgb_gris_s,kernel_sobel_s
3000,numba_gpu,5,0.007701786,0.007390242,0.015092028,0.001366667,14,8,NVIDIA GeForce GTX 1650,0.004192532,0.001849464,0.003509254,0.005540778
