tamano,metodo,corridas,tiempo_rgb_gris_s,tiempo_sobel_s,tiempo_total_s,porcentaje_blancos,speed_up,performance_pct,workers,cpu_logicos
750,numba_cpu,5,0.010843878,0.000573319,0.011417198,0.281777778,1.000000,25.00,4,8
