tamano,metodo,corridas,tiempo_rgb_gris_s,tiempo_sobel_s,tiempo_total_s,porcentaje_blancos,workers,cpu_logicos,gpu,transfer_h2d_s,transfer_d2h_s,kernel_rgb_gris_s,kernel_sobel_s
6000,numba_gpu,5,0.022455198,0.026138397,0.048593595,0.000000000,14,8,NVIDIA GeForce GTX 1650,0.010809212,0.006767782,0.011645986,0.019370614
