tamano,metodo,corridas,tiempo_rgb_gris_s,tiempo_sobel_s,tiempo_total_s,porcentaje_blancos,workers,cpu_logicos,gpu,transfer_h2d_s,transfer_d2h_s,kernel_rgb_gris_s,kernel_sobel_s
1500,numba_gpu,5,0.002681795,0.002221041,0.004902836,0.059955556,14,8,NVIDIA GeForce GTX 1650,0.001496865,0.000640268,0.001184929,0.001580774
