tamano,metodo,corridas,tiempo_rgb_gris_s,tiempo_sobel_s,tiempo_total_s,porcentaje_blancos,workers,cpu_logicos,gpu,torch_version,torch_cuda,transfer_h2d_s,transfer_d2h_s,kernel_rgb_gris_s,kernel_sobel_s
6000,pytorch_gpu,5,0.057195118,0.032686961,0.089882078,0.000000000,14,8,NVIDIA GeForce GTX 1650,2.12.0+cu130,13.0,0.032163902,0.008127655,0.025031215,0.024559306
