tamano,metodo,corridas,tiempo_rgb_gris_s,tiempo_sobel_s,tiempo_total_s,porcentaje_blancos,speed_up,performance_pct,workers,cpu_logicos
1500,numpy,5,0.113359447,0.067603042,0.180962489,0.059955556,1.000000,100.00,1,8
